Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Codeium,codeium,https://www.codeium.com/,"AI-powered code acceleration toolkit to code smarter, not harder.",,Free,code assistant,False,1,2023-10-14,"Codeium — AI-powered code acceleration toolkit to code smarter, not harder. | code assistant | Free | https://www.codeium.com/"
Riffusion,riffusion,https://www.riffusion.com/,"Create music from text with styles, instruments, modifiers and genres.",,Free,music,False,3,2023-07-28,"Riffusion — Create music from text with styles, instruments, modifiers and genres. | music | Free | https://www.riffusion.com/"
Tome,tome,https://beta.tome.app/,Unlock your best work with AI-powered generative storytelling from Tome.,,Free,"story teller, presentations, startup tools",False,1,2024-06-06,"Tome — Unlock your best work with AI-powered generative storytelling from Tome. | story teller, presentations, startup tools | Free | https://beta.tome.app/"
Papercup,papercup,https://www.papercup.com/,Automate dubbing with AI in multiple languages,,Paid,video editing,False,0,2023-07-28,Papercup — Automate dubbing with AI in multiple languages | video editing | Paid | https://www.papercup.com/
LongShot,longshot,https://longShot.ai?deal=aitoolhouse.com,AI writing assistant for creating SEO-friendly blogs.,29/mo.,Freemium,SEO,False,0,2023-07-28,LongShot — AI writing assistant for creating SEO-friendly blogs. | SEO | Freemium | https://longShot.ai?deal=aitoolhouse.com
WolframAlpha,wolframalpha-computational-intelligence,https://www.wolframalpha.com/,"Compute expert-level answers in Math, Science, Society, Culture & Everyday Life",5/mo,Freemium,"education assistant, research",False,0,2023-07-28,"WolframAlpha — Compute expert-level answers in Math, Science, Society, Culture & Everyday Life | education assistant, research | Freemium | https://www.wolframalpha.com/"
Browse AI,browse-ai,https://browse.ai,"Effortlessly extract and monitor web data without coding, boosting productivity and insights.",48.7/mo,Freemium,low-code/no-code,False,0,2025-06-06,"Browse AI — Effortlessly extract and monitor web data without coding, boosting productivity and insights. | low-code/no-code | Freemium | https://browse.ai"
CAPTURELAB,capturelab,https://capturelab.gg,CAPTURELAB auto-detects your best gaming moments with AI!,5/mo,Freemium,"social media assistant, video editing, gaming",False,0,2023-07-28,"CAPTURELAB — CAPTURELAB auto-detects your best gaming moments with AI! | social media assistant, video editing, gaming | Freemium | https://capturelab.gg"
Taskade,taskade-ai,https://www.taskade.com/,Build a Second Brain for Your Team.,19/mo,Freemium,"productivity, memory",False,0,2023-07-28,"Taskade — Build a Second Brain for Your Team. | productivity, memory | Freemium | https://www.taskade.com/"
Moonbeam,gomoonbeam,https://gomoonbeam.com,Moonbeam's AI helps you write better long form content in 10 minutes.,15/mo,Free Trial,SEO,False,0,2023-07-28,Moonbeam — Moonbeam's AI helps you write better long form content in 10 minutes. | SEO | Free Trial | https://gomoonbeam.com
NightCafe Studio,nightcafe-studio,https://creator.nightcafe.studio/,AI-generated artworks to explore creative possibilities.,,Freemium,art,False,0,2023-07-28,NightCafe Studio — AI-generated artworks to explore creative possibilities. | art | Freemium | https://creator.nightcafe.studio/
Playground AI,playgroundai,https://playgroundai.com/,"Create art, logos, videos, posters with free online AI image creator.",15/mo.,Freemium,"search engine, art",False,0,2023-07-28,"Playground AI — Create art, logos, videos, posters with free online AI image creator. | search engine, art | Freemium | https://playgroundai.com/"
SheetAI.app,sheet-ai,https://sheetai.app/,AI-powered tool to quickly generate formulas for Google Sheets.,2/mo,"Freemium, Deals","SEO, spreadsheets",False,1,2023-07-28,"SheetAI.app — AI-powered tool to quickly generate formulas for Google Sheets. | SEO, spreadsheets | Freemium, Deals | https://sheetai.app/"
Airops,ai-data-sidekick,https://www.airops.com/,"Task-specific AI Apps that go beyond Chat-GPT—run NLP, generate-data-informed content, draft/fix/optimize SQL queries, and more",,Free,SQL,False,1,2023-07-28,"Airops — Task-specific AI Apps that go beyond Chat-GPT—run NLP, generate-data-informed content, draft/fix/optimize SQL queries, and more | SQL | Free | https://www.airops.com/"
Replit,replit,https://replit.com/,"Streamline coding, collaborate in real-time, deploy instantly from your browser.",7/mo,Freemium,code assistant,False,0,2025-04-25,"Replit — Streamline coding, collaborate in real-time, deploy instantly from your browser. | code assistant | Freemium | https://replit.com/"
GoZen Content.Ai,gozen-content-ai,https://gozen.io/contentai/?lmref=B8QerQ,Generate SEO Optimized Content And Images Faster Than Ever With AI Make your writing effortless. Create professional content up to 10X faster than before.,99/mo,Freemium,"social media assistant, SEO",False,0,2023-07-28,"GoZen Content.Ai — Generate SEO Optimized Content And Images Faster Than Ever With AI Make your writing effortless. Create professional content up to 10X faster than before. | social media assistant, SEO | Freemium | https://gozen.io/contentai/?lmref=B8QerQ"
Writio,writio,https://writio.com/,Writio is a sophisticated yet user-friendly AI-based writing tool designed to assist users in creating fresh content consistently. ,19.99,Paid,SEO,False,0,2023-07-28,Writio — Writio is a sophisticated yet user-friendly AI-based writing tool designed to assist users in creating fresh content consistently.  | SEO | Paid | https://writio.com/
Subject Line Generator,subject-line-generator,https://subjectlinegenerator.com/,Subject Line Generator is an AI-powered tool designed to assist users in creating compelling email subject lines ,,Free,email assistant,False,0,2023-07-28,Subject Line Generator — Subject Line Generator is an AI-powered tool designed to assist users in creating compelling email subject lines  | email assistant | Free | https://subjectlinegenerator.com/
MAPT,mapt,https://www.mapt.events/,Discover and create amazing ChatGPT apps,,Free,startup tools,False,0,2023-07-28,MAPT — Discover and create amazing ChatGPT apps | startup tools | Free | https://www.mapt.events/
Sidekick,sidekiiick,https://sidekiiick.com/,"Convenient macOS tool for accessing ChatGPT, a conversational AI system.",,Free,"productivity, life assistant, startup tools",False,1,2023-07-28,"Sidekick — Convenient macOS tool for accessing ChatGPT, a conversational AI system. | productivity, life assistant, startup tools | Free | https://sidekiiick.com/"
Storykube,storykube,https://www.storykube.com/,"Storykube is a copywriting tool, not a search engine, always double-check content and sources.",9/mo,Paid,copywriting,False,0,2023-07-28,"Storykube — Storykube is a copywriting tool, not a search engine, always double-check content and sources. | copywriting | Paid | https://www.storykube.com/"
Wallpapers.fyi,wallpapers-fyi,https://www.wallpapers.fyi/,Wallpapers by AI is a unique tool that utilizes AI technology to generate stunning wallpapers,,Free,image generator,False,0,2023-07-28,Wallpapers.fyi — Wallpapers by AI is a unique tool that utilizes AI technology to generate stunning wallpapers | image generator | Free | https://www.wallpapers.fyi/
TalkToHim,talktohim,https://talktohim.org/,Engage in simulated conversations with a fictional AI character representing Jesus.,,Free,life assistant,False,0,2023-07-28,TalkToHim — Engage in simulated conversations with a fictional AI character representing Jesus. | life assistant | Free | https://talktohim.org/
FineShare FineVoice,fineshare,https://www.fineshare.com/finevoice/,Unleash the charm of your voice with AI,9.95/mo,Paid,"text to speech, audio editing",False,0,2023-07-28,"FineShare FineVoice — Unleash the charm of your voice with AI | text to speech, audio editing | Paid | https://www.fineshare.com/finevoice/"
Dataspot,dataspot,https://dataspot.ai/,Understand any data instantly using AI,5/mo,Freemium,spreadsheets,False,0,2023-07-28,Dataspot — Understand any data instantly using AI | spreadsheets | Freemium | https://dataspot.ai/
Opera One Browser,opera-one-browser,https://www.opera.com/one,"Opera One is a redesigned browser, currently in early-access developer version, that offers a liquid navigation experience with a focus on modular design and AI-powered web services.",,Free,"search engine, developer tools",False,1,2023-07-28,"Opera One Browser — Opera One is a redesigned browser, currently in early-access developer version, that offers a liquid navigation experience with a focus on modular design and AI-powered web services. | search engine, developer tools | Free | https://www.opera.com/one"
QuantPlus,quantplus,https://www.quantplus.io/,QuantPlus is an advanced AI engine that transforms performance data into actionable insights for creating effective ads. ,,Free,startup tools,False,0,2023-07-28,QuantPlus — QuantPlus is an advanced AI engine that transforms performance data into actionable insights for creating effective ads.  | startup tools | Free | https://www.quantplus.io/
Rasa.io,rasa-io,https://rasa.io/,Rasa.io offers the world's only truly personalized email newsletter experience,29/mo,Free Trial,email assistant,False,0,2023-07-28,Rasa.io — Rasa.io offers the world's only truly personalized email newsletter experience | email assistant | Free Trial | https://rasa.io/
Limecube,limecube,https://www.limecube.co/,Limecube's AI Website Builder is a powerful tool that allows users to create professional websites in minutes,19.99/mo,Free Trial,design assistant,False,1,2023-07-28,Limecube — Limecube's AI Website Builder is a powerful tool that allows users to create professional websites in minutes | design assistant | Free Trial | https://www.limecube.co/
Wonderchat.io,wonderchatio,https://wonderchat.io/,Wonderchat.io is a powerful tool that enables users to create an AI chatbot in a matter of minutes.,49/mo,Free Trial,customer support,False,1,2023-07-28,Wonderchat.io — Wonderchat.io is a powerful tool that enables users to create an AI chatbot in a matter of minutes. | customer support | Free Trial | https://wonderchat.io/
SEOWriting AI,seowriting-ai,https://seowriting.ai?fp_ref=aitoolhouse.com,Seowriting AI is a free AI writing tool designed to generate marketing copy that ranks well in Google,12/mo,Free Trial,SEO,False,1,2023-07-28,SEOWriting AI — Seowriting AI is a free AI writing tool designed to generate marketing copy that ranks well in Google | SEO | Free Trial | https://seowriting.ai?fp_ref=aitoolhouse.com
PowerDMARC,powerdmarc,https://powerdmarc.com/,DMARC Protection is a service that helps domain owners protect their email domains from unauthorized use and email spoofing. ,8/mo,Freemium,email assistant,False,0,2023-07-28,PowerDMARC — DMARC Protection is a service that helps domain owners protect their email domains from unauthorized use and email spoofing.  | email assistant | Freemium | https://powerdmarc.com/
Deepshot AI,deepshot-ai,https://www.deepshot.ai/,Deepshot is a customizable dialogue generation and replacement software that revolutionizes video reshooting using AI. ,15/mo,Paid,video editing,False,0,2023-07-28,Deepshot AI — Deepshot is a customizable dialogue generation and replacement software that revolutionizes video reshooting using AI.  | video editing | Paid | https://www.deepshot.ai/
Insight7,insight7,https://insight7.io/,Insight7 is an AI-powered tool that helps teams unlock customer insights and prioritize the right problems.,19/mo,Paid,research,False,0,2023-07-28,Insight7 — Insight7 is an AI-powered tool that helps teams unlock customer insights and prioritize the right problems. | research | Paid | https://insight7.io/
Infinity GPT,infinity-gpt,http://www.infinitygpt.ai/,Infinity GPT is a cutting-edge AI tool that provides users with access to powerful Artificial Intelligence models based on GPT technology,,Freemium,developer tools,False,1,2023-07-28,Infinity GPT — Infinity GPT is a cutting-edge AI tool that provides users with access to powerful Artificial Intelligence models based on GPT technology | developer tools | Freemium | http://www.infinitygpt.ai/
Stellaris AI,stellaris-ai,https://www.stellaris-ai.com/,"With Stellaris AI, users can trust that their queries and conversations will be met with intelligent and informed responses",,Free,research,False,0,2023-07-28,"Stellaris AI — With Stellaris AI, users can trust that their queries and conversations will be met with intelligent and informed responses | research | Free | https://www.stellaris-ai.com/"
