Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At
Dataspot,dataspot,https://dataspot.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Understand any data instantly using AI,5/mo,Freemium,spreadsheets,False,0,2023-07-28
Opera One Browser,opera-one-browser,https://www.opera.com/one?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Opera One is a redesigned browser, currently in early-access developer version, that offers a liquid navigation experience with a focus on modular design and AI-powered web services.",,Free,"search engine, developer tools",False,1,2023-07-28
QuantPlus,quantplus,https://www.quantplus.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,QuantPlus is an advanced AI engine that transforms performance data into actionable insights for creating effective ads. ,,Free,startup tools,False,0,2023-07-28
Rasa.io,rasa-io,https://rasa.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Rasa.io offers the world's only truly personalized email newsletter experience,29/mo,Free Trial,email assistant,False,0,2023-07-28
Limecube,limecube,https://www.limecube.co/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Limecube's AI Website Builder is a powerful tool that allows users to create professional websites in minutes,19.99/mo,Free Trial,design assistant,False,1,2023-07-28
Wonderchat.io,wonderchatio,https://wonderchat.io/?via=aitoolhouse.com,Wonderchat.io is a powerful tool that enables users to create an AI chatbot in a matter of minutes.,49/mo,Free Trial,customer support,False,1,2023-07-28
SEOWriting AI,seowriting-ai,https://seowriting.ai?fp_ref=aitoolhouse.com,Seowriting AI is a free AI writing tool designed to generate marketing copy that ranks well in Google,12/mo,Free Trial,SEO,False,1,2023-07-28
PowerDMARC,powerdmarc,https://powerdmarc.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,DMARC Protection is a service that helps domain owners protect their email domains from unauthorized use and email spoofing. ,8/mo,Freemium,email assistant,False,0,2023-07-28
Deepshot AI,deepshot-ai,https://www.deepshot.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Deepshot is a customizable dialogue generation and replacement software that revolutionizes video reshooting using AI. ,15/mo,Paid,video editing,False,0,2023-07-28
Insight7,insight7,https://insight7.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Insight7 is an AI-powered tool that helps teams unlock customer insights and prioritize the right problems.,19/mo,Paid,research,False,0,2023-07-28
Infinity GPT,infinity-gpt,http://www.infinitygpt.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Infinity GPT is a cutting-edge AI tool that provides users with access to powerful Artificial Intelligence models based on GPT technology,,Freemium,developer tools,False,1,2023-07-28
Stellaris AI,stellaris-ai,https://www.stellaris-ai.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"With Stellaris AI, users can trust that their queries and conversations will be met with intelligent and informed responses",,Free,research,False,0,2023-07-28
BVM,bvm,https://bvmax.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Prescriptive business analytics tool for revenue growth, data-driven decisions, and integrations with popular services.",180/mo,Free Trial,finance,False,2,2023-07-28
ChatGPT Plugins,chatgpt-plugins,https://openai.com/blog/chatgpt-plugins?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,ChatGPT Plugins to access real-world data with APIs,42/mo.,"Freemium, Free","productivity, developer tools",False,0,2023-07-28
Skipit.ai,skipit-ai,https://skipit.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Skipit: Time-saving tool for efficient content consumption,9/mo,Freemium,summarizer,False,0,2023-07-28
Giftmethat,giftmethat,https://www.giftmethat.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Revolutionizing Gift-Giving : GiftMeThat's AI-Powered Platform,,Free,gift ideas,False,0,2023-07-28
DataDistillr,datadistillr,https://datadistillr.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Integrating your data has never been easier.,,Contact for Pricing,"spreadsheets, SQL",False,1,2023-07-28
Writingmate,writingmate,https://writingmate.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,The only AI copilot for Chrome you need,9.99/mo,Freemium,general writing,False,0,2023-07-28
Bizway,bizway,https://www.bizway.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Turn your business ideas into actionable roadmaps with Bizway,19/mo,Paid,startup tools,False,0,2023-07-28
DapperGPT,dappergpt,https://dappergpt.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Improved chatbot creating and managing.,24.5,Freemium,search engine,False,0,2023-07-28
Deepfake Generator,deepfake-generator,https://www.synthesia.io/tools/deepfake-video-maker?via=aitoolhouse.com,Create professional videos with photo-realistic avatars using Deepfake Generator,24/mo,Freemium,video generator,False,0,2023-07-28
SeaArt,seaart,https://www.seaart.ai/home?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Unleash your artistic potential with SeaArt's comprehensive creative features,,Free Trial,image generator,False,0,2023-07-28
Nexus - Clay,nexus-clay,https://clay.earth/nexus?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,The first AI navigator for your entire network,20/mo,Freemium,productivity,False,0,2023-07-28
Virtual House Flip,virtual-house-flip,https://www.virtualhouseflip.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Remodel homes using AI for stunning results,,Free Trial,real estate,False,1,2023-07-28
Nabla,nabla,https://www.nabla.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Nabla is a powerful care platform that leverages machine learning to revolutionize patient relationships and streamline clinical documentation.,119/mo,Freemium,healthcare,False,0,2023-07-28
Tekmatix,tekmatix,https://tekmatix.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"All-in-One CRM, Online Business, and Course Creation Platform",97/mo,Free Trial,startup tools,False,0,2023-07-28
SEO Content AI,seo-content-ai,https://seocontent.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-driven content solutions for maximizing SEO results,1/mo,Freemium,SEO,False,0,2023-07-28
Call My Link,call-my-link,https://www.stork.ai/feature/call-my-link?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Record, transcribe, summarize and share video calls",20/mo,Freemium,summarizer,False,0,2023-07-28
ZipZap,zipzap,https://www.zipzap.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Assisted user inquiries.,,Free,search engine,False,0,2023-07-28
Babbl,babbl,https://app.babbl.dev/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI stock market news & social media monitoring tools to help you find market-moving news 100x faster.,14/mo,Freemium,finance,False,2,2023-07-28
Magify.design,magifydesign,https://www.magify.design/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate designs using prompts based on a design system.,,Free,design assistant,False,1,2023-07-28
Baby AGI,baba-agi,https://github.com/yoheinakajima/babyagi?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-powered task management system using Python, OpenAI, and Pinecone",,Free,productivity,False,0,2023-07-28
GymBuddy AI,gymbuddy-ai,https://www.gymbuddy.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,GymBuddy will provide you the best workouts possible,3.99/mo,Free Trial,,False,0,2023-07-28
AgentGPT,agentgpt,https://agentgpt.reworkd.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Deploy Autonomous AI Agents with AgentGPT's Innovative Tool,,Free,"developer tools, life assistant",False,0,2023-07-28
Auto GPT,auto-gpt,https://github.com/Torantulino/Auto-GPT?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,An experimental open-source attempt to make GPT-4 fully autonomous.,,Free,experiments,False,0,2023-07-28
MagicChat AI,magicchat-ai,https://www.magicchat.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Train a ChatGPT-like chatbot for your website,19.99,Freemium,"low-code/no-code, customer support",False,0,2023-07-28
Google Bard,google-bard,https://bard.google.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Conversational AI service, powered by LaMDA",,Free,"productivity, life assistant",False,0,2023-10-14
Keywords Everwhere,keywords-everwhere,https://keywordseverywhere.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Keyword Research and ChatGPT prompts browser extension,10,Paid,"SEO, prompts",False,0,2023-07-28
Zoom IQ,zoom-iq,https://blog.zoom.us/zoom-iq-smart-companion/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Capture meaningful and actionable insights from customer interactions ,,Contact for Pricing,"summarizer, email assistant",False,1,2023-07-28
AutoResponder.ai,autoresponderai,https://www.autoresponder.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Send automatic replies to your favorite messengers with the help of AI.,3.3/mo,Freemium,"sales, customer support",False,1,2025-06-26
Gen-2 by Runway,gen-2-by-runway,https://research.runwayml.com/gen2?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,An actual text to video model.,,Free Trial,video generator,False,0,2023-07-28
ChatABC,chatabc,https://chatabc.ai?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,A Better ChatGPT for You & Your Team,9,"Free, Deals","productivity, life assistant",False,0,2023-07-28
Eloise,eloise,https://Eloise.ai?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Help you to write your copy better and faster,5/mo,Free Trial,copywriting,False,0,2023-07-28
Scribbly,scribbly,https://www.scribbly.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-powered email writing for busy professionals,4.99/mo,Freemium,email assistant,False,0,2023-07-28
Tugan.ai,tuganai,https://www.tugan.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI tool to write educational and promotional emails in seconds,,Free Trial,"copywriting, email assistant",False,0,2023-07-28
CreativAI,creativai,https://creativai.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Helps you create content within seconds.,1.08/mo.,Freemium,"e-commerce, search engine, prompts",False,0,2023-07-28
TypingMind,typingmind,https://www.typingmind.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Better UI for ChatGPT,39,Freemium,productivity,False,0,2023-07-28
Headshot Pro,headshot-pro,https://www.headshotpro.com/?via=aitoolhouse.com, Get professional headshots in minutes ,29,Paid,image generator,False,0,2023-07-28
2short.ai,2shortai,https://2short.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com, Elevate your YT content with AI generated shorts,9.90,Freemium,"social media assistant, video editing",False,0,2023-07-28
RhetorAI,rhetorai,https://www.rhetorai.com?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Faster Product-Market Fit with AI User Interviews,,Freemium,startup tools,False,0,2023-07-28
Luminal,luminal,https://getluminal.com?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Unlock productivity with AI-driven automation, analytics, and scalable workflows.",16/mo,Freemium,"marketing, project management",False,0,2025-06-06
Pinecone,pinecone,https://www.pinecone.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Scale vector search service with an easy API,$0.096/hour,Freemium,developer tools,False,0,2023-07-28
Roamaround,roamaround,https://www.roamaround.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Friendly AI Travel Planner,,Free,,False,1,2023-07-28
Wisdolia,wisdolia,https://wisdolia.com?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI generated flashcards for any article / PDF,,Free,"education assistant, memory",False,2,2023-07-28
Lucidpic,lucidpic,https://lucidpic.com?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Generate quality stock photos of people that don't exist, in seconds. ",,Free,image generator,False,2,2023-07-28
Typeface,typeface,https://www.typeface.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,A tool to generate personalized content.,,Contact for Pricing,social media assistant,False,0,2023-07-28
Second Nature AI,second-nature-ai,https://secondnature.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,A sales roleplay application using AI powered avatars,,Free Trial,"sales, customer support",False,0,2023-07-28
Shownotes,shownotes,https://shownotes.io?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Shownotes for your Youtube podcast,9/mo,Freemium,"summarizer, transcriber",False,0,2023-07-28
Synthesys X,synthesys-x,https://synthesys.io/x/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Create your own versions of any image you find online,12/mo,Freemium,image generator,False,0,2023-07-28
PoplarML,poplarml,https://www.poplarml.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Deploy Models to Production, Insanely Fast",,Contact for Pricing,developer tools,False,0,2023-07-28
Arcwise AI,arcwise-ai, https://arcwise.app/ai,AI Copilot for Spreadsheets,,Free,spreadsheets,False,0,2023-07-28
Block Survey,block-survey,https://blocksurvey.io/?ref=19nC4hkqt1WGJe1CCc9jmxddPQgfNvbYbk,"Privacy-first, AI-powered surveys with end-to-end encryption.",25/mo,"Freemium, Deals",low-code/no-code,False,1,2025-06-06
Imagecolorizer,imagecolorizer,https://imagecolorizer.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Colourize Black and White photos with stunning accuracy.,6/mo.,Free,"fun tools, image editing",False,1,2023-07-28
TheLoops,theloops,https://theloops.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,A CX operations platform that uses AI to empower Support and Success leaders ,,Free Trial,customer support,False,0,2023-07-28
Yuma,yuma,https://yuma.ai?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,ChatGPT for Customer Support,39/month,Free Trial,customer support,False,0,2023-07-28
Datature,datature,https://datature.io?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Manage datasets, annotate, train, and deploy",249/mo,Freemium,developer tools,False,0,2023-07-28
